"id","latitude","longitude","name","docks"
549,"51.49605","-0.104193","Gaywood Street, Elephant & Castle",43
55,"51.517075","-0.086686","Finsbury Circus, Liverpool Street",33
550,"51.521564","-0.039264","Harford Street, Mile End",22
551,"51.505772","-0.01646","Import Dock, Canary Wharf",37
552,"51.511542","-0.056667","Watney Street, Shadwell",27
553,"51.535678","-0.062546","Regent's Row , Haggerston",24
554,"51.513548","-0.005659","Aberfeldy Street, Poplar",16
556,"51.502661","-0.021596","Heron Quays DLR, Canary Wharf",26
557,"51.51601","-0.0985","King Edward Street, St Pauls",20
558,"51.493978","-0.127554","Page Street, Westminster",24
559,"51.501391","-0.205991","Abbotsbury Road, Holland Park",24
56,"51.520584","-0.154701","Paddington Street, Marylebone",16
560,"51.511624","-0.205921","Ladbroke Grove Central, Ladbroke Grove",21
561,"51.518369","-0.043371","Rectory Square, Stepney",21
562,"51.51746","-0.12335","Bury Place, Holborn",21
563,"51.499286","-0.009152","Preston's Road, Cubitt Town",26
564,"51.509943","-0.117619","Somerset House, Strand",40
565,"51.521905","-0.063386","Selby Street, Whitechapel",17
566,"51.509158","-0.224103","Westfield Ariel Way, White City",42
568,"51.51616","-0.18697","Bishop's Bridge Road West, Bayswater",18
569,"51.53213","-0.08299","Pitfield Street Central, Hoxton",29
57,"51.523347","-0.120203","Guilford Street , Bloomsbury",32
570,"51.503083","-0.017676","Upper Bank Street, Canary Wharf",35
571,"51.506256","-0.218337","Westfield Southern Terrace ,Shepherd's Bush",29
572,"51.539099","-0.141728","Greenland Road, Camden Town",36
573,"51.485587","-0.18119","Limerston Street, West Chelsea",17
574,"51.53356","-0.09315","Eagle Wharf Road, Hoxton",44
576,"51.497304","-0.022793","Alpha Grove, Millwall",23
577,"51.528869","-0.047548","Globe Town Market, Bethnal Green",20
578,"51.527607","-0.057133","Hollybush Gardens, Bethnal Green",31
579,"51.511246","-0.093051","Queen Street 2, Bank",34
58,"51.524527","-0.079248","New Inn Yard, Shoreditch",20
580,"51.486929","-0.102996","Doddington Grove, Kennington",36
581,"51.519167","-0.147983","New Cavendish Street, Marylebone",18
583,"51.497622","-0.125978","Abingdon Green, Westminster",20
584,"51.51244","-0.19096","Ilchester Gardens, Bayswater",21
586,"51.490645","-0.014582","Mudchute DLR, Cubitt Town",31
587,"51.50964","-0.08497","Monument Street, Monument",21
588,"51.52959","-0.0801","Hoxton Street, Hoxton",27
589,"51.487196","-0.179369","Drayton Gardens, West Chelsea",17
590,"51.53256","-0.16862","Greenberry Street, St.John's Wood",26
592,"51.5171","-0.18377","Bishop's Bridge Road East, Bayswater",20
593,"51.531066","-0.11934","Northdown Street, King's Cross",21
594,"51.513875","-0.117774","Kingsway Southbound, Strand",33
595,"51.493267","-0.21985","Hammersmith Road, Hammersmith",20
596,"51.472817","-0.199783","Parson's Green , Parson's Green",21
597,"51.473471","-0.20782","Fulham Park Road, Fulham",27
598,"51.494499","-0.228188","Southerton Road, Hammersmith",37
599,"51.485743","-0.223616","Manbre Road, Hammersmith",28
6,"51.518118","-0.144229","Broadcasting House, Marylebone",18
60,"51.526448","-0.172191","Lisson Grove, St. John's Wood",18
600,"51.481747","-0.124642","South Lambeth Road, Vauxhall",21
601,"51.514767","-0.225787","BBC White City, White City",36
602,"51.472993","-0.133972","Union Grove, Wandsworth Road",44
603,"51.477839","-0.116493","Caldwell Street, Stockwell",43
604,"51.538792","-0.138535","St Martins Close, Camden Town",18
605,"51.520331","-0.163667","Seymour Place, Marylebone",29
606,"51.504199","-0.210941","Addison Road, Holland Park",25
607,"51.468814","-0.210279","Putney Bridge Station, Fulham",21
608,"51.491093","-0.216493","Colet Gardens, Hammersmith",30
609,"51.465124","-0.157788","Sugden Road, Clapham",19
61,"51.497383","-0.089447","Great Dover Street, The Borough",32
610,"51.482568","-0.172078","Danvers Street, West Chelsea",21
611,"51.506465","-0.208487","Princedale Road , Holland Park",19
612,"51.46926","-0.141813","Wandsworth Rd, Isley Court, Wandsworth Road",29
613,"51.504038","-0.2174","Woodstock Grove, Shepherd's Bush",24
614,"51.478172","-0.144691","Bradmead, Battersea Park",40
615,"51.476885","-0.215896","Finlay Street, Fulham",24
616,"51.481021","-0.209973","Aintree Street, Fulham",24
617,"51.471079","-0.207843","Elysium Place, Fulham",21
618,"51.47626","-0.193254","Eel Brook Common, Walham Green",23
619,"51.473764","-0.19701","Irene Road, Parsons Green",43
62,"51.490758","-0.106324","Cotton Garden Estate, Kennington",23
620,"51.47518","-0.167161","Surrey Lane, Battersea",28
621,"51.460864","-0.187427","Wandsworth Town Station, Wandsworth",33
622,"51.507481","-0.205536","Lansdowne Road, Ladbroke Grove",29
623,"51.461931","-0.180792","Nantes Close, Wandsworth",21
624,"51.472918","-0.132103","Courland Grove, Wandsworth Road",40
625,"51.477619","-0.149552","Queen's Circus, Battersea Park",27
626,"51.484387","-0.204815","Normand Park, West Kensington",24
627,"51.468791","-0.158231","Holden Street, Battersea",20
628,"51.46882","-0.184319","William Morris Way, Sands End",26
629,"51.459954","-0.190184","Morie Street, Wandsworth",28
63,"51.53089","-0.089783","Murray Grove , Hoxton",27
630,"51.470733","-0.126994","Clarence Walk, Stockwell",28
631,"51.479502","-0.141771","Battersea Park Road, Nine Elms",23
632,"51.470539","-0.163042","Sheepcote Lane, Battersea",27
633,"51.489591","-0.209379","Vereker Road, West Kensington",31
634,"51.494347","-0.215805","Brook Green South, Brook Green",33
635,"51.486062","-0.214428","Greyhound Road, Hammersmith",37
636,"51.467064","-0.193502","South Park, Sands End",28
637,"51.45787","-0.174692","Spencer Park, Wandsworth Common",25
638,"51.466634","-0.169821","Falcon Road, Clapham Junction",28
639,"51.483571","-0.202039","Coomer Place, West Kensington",25
64,"51.509462","-0.124749","William IV Street, Strand",26
640,"51.472866","-0.148059","Silverthorne Road, Battersea",27
641,"51.498242","-0.117496","Archbishop's Park, Waterloo",23
642,"51.469162","-0.174486","Fawcett Close, Battersea",36
643,"51.519043","-0.204764","All Saints' Road, Portobello",22
644,"51.483732","-0.223852","Rainville Road, Hammersmith",36
645,"51.501732","-0.100292","Great Suffolk Street, The Borough",21
646,"51.498866","-0.137425","Buckingham Gate, Westminster",16
647,"51.500353","-0.217515","Richmond Way, Shepherd's Bush",27
648,"51.46904","-0.196275","Peterborough Road, Sands End",30
649,"51.481805","-0.180275","World's End Place, West Chelsea",22
65,"51.525228","-0.135189","Gower Place , Euston",16
650,"51.516871","-0.213872","St. Mark's Road, North Kensington",23
651,"51.480898","-0.183854","Thorndike Close, West Chelsea",23
652,"51.511487","-0.21819","Evesham Street, Avondale",28
653,"51.470847","-0.170704","Simpson Street, Clapham Junction",25
654,"51.482678","-0.117662","Ashmole Estate, Oval",34
655,"51.482945","-0.219346","Crabtree Lane, Fulham",27
656,"51.468419","-0.199136","Broomhouse Lane, Parsons Green",29
657,"51.499681","-0.221792","Blythe Road West, Shepherd's Bush",21
658,"51.477292","-0.164786","Ethelburga Estate, Battersea Park",30
659,"51.511934","-0.103079","Blackfriars Station, St. Paul's",34
66,"51.51795","-0.108657","Holborn Circus, Holborn",39
660,"51.490871","-0.20603","West Kensington Station, West Kensington",22
661,"51.516321","-0.202609","All Saints Church, Portobello",36
662,"51.484985","-0.16792","Phene Street, Chelsea",24
663,"51.51323","-0.211594","Clarendon Road, Avondale",24
664,"51.474376","-0.155443","Austin Road, Battersea Park",23
665,"51.461084","-0.191723","Smugglers Way, Wandsworth",28
666,"51.496101","-0.208158","Olympia Way, Olympia",38
667,"51.501595","-0.222293","Shepherd's Bush Road North, Shepherd's Bush",33
668,"51.494224","-0.23677","Ravenscourt Park Station, Hammersmith",22
669,"51.476149","-0.123259","Teversham Lane, Stockwell",39
67,"51.518826","-0.108028","Hatton Garden, Holborn",28
670,"51.467186","-0.152249","Ashley Crescent, Battersea",28
671,"51.475089","-0.201968","Parsons Green Station, Parsons Green",56
673,"51.465171","-0.180389","Hibbert Street, Battersea",36
674,"51.535468","-0.116191","Carnegie Street, King's Cross",40
675,"51.463489","-0.182126","Usk Road, Clapham Junction",30
676,"51.477871","-0.126874","Hartington Road, Stockwell",35
677,"51.468669","-0.146545","Heath Road, Battersea",26
678,"51.462313","-0.211469","Esmond Street, Putney",30
679,"51.474535","-0.170211","Orbel Street, Battersea",25
68,"51.520597","-0.116688","Theobald's Road , Holborn",26
680,"51.477685","-0.170329","Westbridge Road, Battersea",26
681,"51.473037","-0.21475","Bishop's Avenue, Fulham",46
682,"51.488108","-0.226606","Crisp Road, Hammersmith",46
683,"51.465064","-0.163751","Dorothy Road, Clapham Junction",27
684,"51.454753","-0.195197","Neville Gill Close, Wandsworth",31
685,"51.46067","-0.198735","Osiers Road, Wandsworth",30
686,"51.488144","-0.222456","Beryl Road, Hammersmith",26
687,"51.497608","-0.211456","Maclise Road, Olympia",26
688,"51.460952","-0.200668","Northfields, Wandsworth",28
689,"51.459225","-0.180885","Spanish Road, Clapham Junction",30
69,"51.526236","-0.134408","Euston Road, Euston",24
690,"51.470475","-0.15213","Stanley Grove, Battersea",24
691,"51.479464","-0.195777","Erin Close, Walham Green",23
692,"51.542119","-0.028942","Cadogan Close, Victoria Park",22
693,"51.464786","-0.215619","Felsham Road, Putney",18
694,"51.460717","-0.216526","Putney Rail Station, Putney",20
695,"51.536384","-0.102758","Islington Green, Angel",20
696,"51.487285","-0.217996","Charing Cross Hospital, Hammersmith",21
697,"51.536392","-0.112721","Charlotte Terrace, Angel",24
698,"51.539084","-0.070329","Shoreditch Court, Haggerston",35
699,"51.536654","-0.07023","Belford House, Haggerston",39
7,"51.5343","-0.168074","Charlbert Street, St. John's Wood",16
70,"51.531361","-0.11707","Calshot Street , King's Cross",24
700,"51.476965","-0.174347","Battersea Church Road, Battersea",24
701,"51.472876","-0.176267","Vicarage Crescent, Battersea",27
702,"51.528682","-0.06555","Durant Street, Bethnal Green",24
703,"51.51506","-0.105344","St. Bride Street, Holborn",24
704,"51.456821","-0.202802","Mexfield Road, East Putney",18
705,"51.459715","-0.212146","Upper Richmond Road, Putney",25
706,"51.502154","-0.083633","Snowsfields, London Bridge",31
707,"51.490218","-0.215087","Barons Court Station, West Kensington",31
708,"51.461611","-0.216146","Disraeli Road, Putney",33
709,"51.463211","-0.215551","Montserrat Road , Putney",23
71,"51.515419","-0.098851","Newgate Street , St. Paul's",32
710,"51.474392","-0.163348","Albert Bridge Road, Battersea Park",18
711,"51.483357","-0.216306","Everington Street, Fulham",31
712,"51.518541","-0.034904","Mile End Stadium, Mile End",22
713,"51.541007","-0.143261","Hawley Crescent, Camden Town",22
714,"51.473117","-0.137235","Stewart's Road, Wandsworth Road",28
715,"51.51563","-0.049067","Aylward Street, Stepney",21
716,"51.515428","-0.023565","Stainsby Road , Poplar",24
717,"51.536585","-0.075886","Dunston Road , Haggerston",42
718,"51.535717","-0.060292","Ada Street, Hackney Central",45
719,"51.536425","-0.054162","Victoria Park Road, Hackney Central",34
72,"51.52352","-0.10834","Farringdon Lane, Clerkenwell",16
720,"51.487244","-0.205279","Star Road, West Kensington",22
721,"51.536039","-0.026263","Wendon Street, Old Ford",17
722,"51.524584","-0.058631","Finnis Street, Bethnal Green",19
723,"51.46822","-0.190346","Stephendale Road, Sands End",48
724,"51.457991","-0.184806","Alma Road, Wandsworth",28
725,"51.491327","-0.096519","Walworth Square, Walworth",24
726,"51.475051","-0.150908","Alfreda Street, Battersea Park",22
727,"51.475698","-0.205876","Chesilton Road, Fulham",23
728,"51.461999","-0.206241","Putney Bridge Road, East Putney",29
729,"51.478939","-0.208485","St. Peter's Terrace, Fulham",24
73,"51.525726","-0.088486","Old Street Station, St. Luke's",37
730,"51.492085","-0.229117","Bridge Avenue, Hammersmith",17
731,"51.477276","-0.18921","Michael Road, Walham Green",37
732,"51.506304","-0.087263","Duke Street Hill, London Bridge",18
733,"51.505426","-0.150817","Park Lane, Mayfair",18
734,"51.462306","-0.175407","Plough Terrace, Clapham Junction",31
735,"51.464894","-0.173029","Grant Road East, Clapham Junction",28
736,"51.50659","-0.216104","Queensdale Road, Shepherd's Bush",28
737,"51.479933","-0.194117","Fulham Broadway, Walham Green",26
738,"51.475142","-0.187279","Imperial Road, Sands End",37
739,"51.481766","-0.185274","Hortensia Road, West Brompton",28
74,"51.485917","-0.12447","Vauxhall Cross, Vauxhall",11
740,"51.510929","-0.214595","Sirdar Road, Avondale",26
741,"51.512981","-0.219487","Freston Road, Avondale",23
742,"51.515108","-0.208565","Blenheim Crescent, Ladbroke Grove",22
743,"51.460792","-0.212608","Oxford Road, Putney",29
744,"51.467455","-0.172293","Ingrave Street, Clapham Junction",30
745,"51.47817","-0.182435","Upcerne Road, West Chelsea",29
746,"51.479574","-0.179039","Lots Road, West Chelsea",24
747,"51.487964","-0.161765","Ormonde Gate, Chelsea",22
748,"51.537278","-0.079202","Hertford Road, De Beauvoir Town",24
749,"51.539329","-0.074285","Haggerston Road, Haggerston",37
75,"51.5322","-0.105481","Torrens Street, Angel",19
750,"51.471096","-0.15785","Culvert Road, Battersea",26
751,"51.516129","-0.120909","Newton Street, Covent Garden",22
754,"51.512901","-0.214763","Grenfell Road, Avondale",24
755,"51.485122","-0.174972","The Vale, Chelsea",24
756,"51.475154","-0.15917","Prince of Wales Drive, Battersea Park",21
757,"51.487959","-0.187405","Harcourt Terrace, West Brompton",24
758,"51.51787","-0.201005","Westbourne Park Road, Portobello",23
759,"51.524562","-0.165669","Broadley Terrace, Marylebone",18
76,"51.525595","-0.144084","Longford Street, The Regent's Park",21
760,"51.52527","-0.163795","Rossmore Road, Marylebone",18
761,"51.483217","-0.211861","Humbolt Road, Fulham",26
762,"51.500703","-0.129699","Storey's Gate, Westminster",21
763,"51.520597","-0.032567","Mile End Park Leisure Centre, Mile End",46
764,"51.462393","-0.168292","St. John's Road, Clapham Junction",33
765,"51.467601","-0.206827","Ranelagh Gardens, Fulham",39
766,"51.457529","-0.192166","Ram Street, Wandsworth",23
767,"51.45706","-0.200806","Santos Road, Wandsworth",30
768,"51.461344","-0.159322","Clapham Common North Side, Clapham Common",37
769,"51.473611","-0.191803","Sandilands Road, Walham Green",21
77,"51.523418","-0.124122","Russell Square Station, Bloomsbury",26
770,"51.491026","-0.209121","Gwendwr Road, West Kensington",30
771,"51.509224","-0.216016","Rifle Place, Avondale",21
772,"51.47251","-0.122832","Binfield Road, Stockwell",35
773,"51.511891","-0.107349","Tallis Street, Temple",21
774,"51.470131","-0.20464","Hurlingham Park, Parsons Green",20
775,"51.496664","-0.223868","Little Brook Green, Brook Green",33
776,"51.460333","-0.167029","Abyssinia Close, Clapham Junction",19
777,"51.461923","-0.165298","Limburg Road, Clapham Junction",21
779,"51.514449","-0.077179","Houndsditch, Aldgate",28
78,"51.524869","-0.099489","Sadlers Sports Centre, Finsbury",17
780,"51.474665","-0.183165","Imperial Wharf Station, Sands End",25
781,"51.495898","-0.173009","Victoria & Albert Museum, South Kensington",28
782,"51.483911","-0.197609","Halford Road, West Kensington",23
783,"51.540312","-0.02163","Monier Road, Hackney Wick",26
784,"51.546326","-0.009935","East Village, Queen Elizabeth Olympic Park",33
785,"51.54094","-0.010511","Aquatic Centre, Queen Elizabeth Olympic Park",62
786,"51.549369","-0.015718","Lee Valley VeloPark, Queen Elizabeth Olympic Park",43
787,"51.546805","-0.014691","Timber Lodge, Queen Elizabeth Olympic Park",35
789,"51.538718","-0.011889","Podium, Queen Elizabeth Olympic Park",40
79,"51.511726","-0.113856","Arundel Street, Temple",18
790,"51.541793","-0.00481","Stratford Station, Stratford",27
792,"51.505461","-0.104541","Blackfriars Road, Southwark",42
793,"51.528279","-0.119559","Cromer Street, Bloomsbury",28
795,"51.527068","-0.131861","Euston Square Gardens, Euston",30
796,"51.524","-0.12641","Coram Street, Bloomsbury",29
797,"51.5293","-0.128279","Ossulston Street, Somers Town",30
798,"51.5302","-0.122299","Birkenhead Street, King's Cross",27
799,"51.497698","-0.137599","Kings Gate House, Westminster",24
8,"51.529857","-0.183486","Maida Vale, Maida Vale",38
80,"51.500694","-0.102091","Webber Street , Southwark",45
800,"51.481122","-0.149035","Sopwith Way, Battersea Park",30
801,"51.505224","-0.098032","Lavington Street, Bankside",29
802,"51.47659","-0.118257","Albert Square, Stockwell",32
803,"51.50541","-0.098341","Southwark Street, Bankside",23
804,"51.534668","-0.125079","Good's Way, King's Cross",26
806,"51.537241","-0.124807","Handyside Street, King's Cross",27
807,"51.5212","-0.208888","Bevington Road West, North Kensington",24
809,"51.516278","-0.118273","Lincoln's Inn Fields, Holborn",28
81,"51.520253","-0.141327","Great Titchfield Street, Fitzrovia",19
810,"51.506725","-0.098807","Tate Modern, Bankside",30
811,"51.505703","-0.027773","Westferry Circus, Canary Wharf",34
812,"51.548731","-0.022607","Here East North, Queen Elizabeth Olympic Park",27
813,"51.487807","-0.12276","New Spring Gardens Walk, Vauxhall",36
814,"51.471433","-0.123671","Clapham Road, Lingham Street, Stockwell",29
815,"51.500089","-0.116629","Lambeth Palace Road, Waterloo",33
816,"51.546533","-0.020598","Here East South, Queen Elizabeth Olympic Park",28
817,"51.481335","-0.138212","Riverlight South, Nine Elms",25
818,"51.501513","-0.123823","Westminster Pier, Westminster",27
819,"51.50621","-0.114842","Belvedere Road 2, South Bank",38
82,"51.514274","-0.111257","Chancery Lane, Holborn",14
820,"51.492807","-0.091938","Victory Place, Walworth",24
821,"51.483507","-0.147715","Battersea Power Station, Battersea Park",27
826,"51.496863","-0.142943","Allington Street, Victoria",28
827,"51.479601","-0.111472","Cranmer Road, Stockwell",22
828,"51.473874","-0.112581","Normandy Road, Stockwell",29
829,"51.469217","-0.112687","Wynne Road, Stockwell",25
83,"51.509639","-0.131511","Panton Street, West End",20
830,"51.469202","-0.119023","Sidney Road, Stockwell",27
831,"51.466232","-0.11318","St John's Crescent, Brixton",25
832,"51.464019","-0.115782","Ferndale Road, Brixton",30
833,"51.460232","-0.115375","Saltoun Road, Brixton",42
834,"51.477966","-0.147857","Gas Holders, Battersea Park",26
835,"51.516785","-0.104948","Farringdon Street, Holborn",24
836,"51.541596","-0.125441","York Way, Kings Cross",24
838,"51.518093","-0.091402","Fore Street Avenue, Guildhall",24
839,"51.508033","-0.106824","Sea Containers, South Bank",28
84,"51.515937","-0.111778","Breams Buildings, Holborn",25
85,"51.500647","-0.0786","Tanner Street, Bermondsey",38
86,"51.489479","-0.115157","Sancroft Street, Vauxhall",24
87,"51.516468","-0.079685","Devonshire Square, Liverpool Street",16
88,"51.518588","-0.132053","Bayley Street , Bloomsbury",24
89,"51.52625","-0.12351","Tavistock Place, Bloomsbury",19
9,"51.507385","-0.096441","New Globe Walk, Bankside",19
90,"51.533019","-0.139175","Harrington Square 1, Camden Town",27
91,"51.493686","-0.111015","Walnut Tree Walk, Vauxhall",19
92,"51.498898","-0.100441","Borough Road, Elephant & Castle",41
93,"51.534409","-0.109025","Cloudesley Road, Angel",36
94,"51.495061","-0.085814","Bricklayers Arms, Borough",28
95,"51.520842","-0.09734","Aldersgate Street, Barbican",15
96,"51.530951","-0.078505","Falkirk Street, Hoxton",26
97,"51.497925","-0.183835","Gloucester Road (North), Kensington",17
98,"51.525542","-0.138231","Hampstead Road, Euston",53
99,"51.514578","-0.158264","Old Quebec Street, Marylebone",16
