rental_id,bike_id,startstationid,endstationid,start_date,end_date
90764883,9112,130,564,2019-09-01 08:55:00+00,2019-09-01 09:03:00+00
90764884,4053,60,315,2019-09-01 08:55:00+00,2019-09-01 09:14:00+00
90764885,10408,40,798,2019-09-01 08:55:00+00,2019-09-01 09:09:00+00
90764886,16298,312,99,2019-09-01 08:55:00+00,2019-09-01 09:05:00+00
90764887,8553,685,766,2019-09-01 08:55:00+00,2019-09-01 08:59:00+00
90764888,6299,647,559,2019-09-01 08:56:00+00,2019-09-01 09:01:00+00
90764889,2247,501,331,2019-09-01 08:56:00+00,2019-09-01 09:09:00+00
90764890,14188,248,318,2019-09-01 08:56:00+00,2019-09-01 10:34:00+00
90764891,14778,774,681,2019-09-01 08:56:00+00,2019-09-01 09:02:00+00
90764892,2594,183,821,2019-09-01 08:56:00+00,2019-09-01 09:32:00+00
90764894,7882,161,44,2019-09-01 08:56:00+00,2019-09-01 09:07:00+00
90764895,12111,237,229,2019-09-01 08:56:00+00,2019-09-01 09:16:00+00
90764897,12719,734,695,2019-09-01 08:56:00+00,2019-09-01 09:47:00+00
90764898,14236,648,419,2019-09-01 08:56:00+00,2019-09-01 09:09:00+00
90764899,16699,248,318,2019-09-01 08:56:00+00,2019-09-01 10:34:00+00
90764900,14980,91,815,2019-09-01 08:56:00+00,2019-09-01 09:00:00+00
90764901,13924,74,139,2019-09-01 08:56:00+00,2019-09-01 09:01:00+00
90764902,8108,639,741,2019-09-01 08:57:00+00,2019-09-01 09:16:00+00
90764903,10127,400,44,2019-09-01 08:57:00+00,2019-09-01 09:05:00+00
90764904,10263,91,792,2019-09-01 08:57:00+00,2019-09-01 09:08:00+00
90764905,8998,282,826,2019-09-01 08:57:00+00,2019-09-01 09:23:00+00
90764906,15190,237,229,2019-09-01 08:57:00+00,2019-09-01 09:16:00+00
90764907,2436,130,583,2019-09-01 08:57:00+00,2019-09-01 09:17:00+00
90764908,2344,796,73,2019-09-01 08:57:00+00,2019-09-01 09:15:00+00
90764909,11201,94,217,2019-09-01 08:57:00+00,2019-09-01 09:08:00+00
90764910,12967,345,690,2019-09-01 08:57:00+00,2019-09-01 09:10:00+00
90764911,4001,237,229,2019-09-01 08:57:00+00,2019-09-01 09:16:00+00
90764912,5931,307,307,2019-09-01 08:58:00+00,2019-09-01 11:37:00+00
90764913,15389,237,229,2019-09-01 08:58:00+00,2019-09-01 09:16:00+00
90764914,5621,153,356,2019-09-01 08:57:00+00,2019-09-01 09:17:00+00
90764915,8740,326,540,2019-09-01 08:58:00+00,2019-09-01 09:31:00+00
90764916,9245,77,73,2019-09-01 08:58:00+00,2019-09-01 09:15:00+00
90764917,16614,768,640,2019-09-01 08:58:00+00,2019-09-01 09:05:00+00
90764918,15619,9,136,2019-09-01 08:58:00+00,2019-09-01 09:02:00+00
90764919,16753,107,52,2019-09-01 08:58:00+00,2019-09-01 09:18:00+00
90764920,12988,225,807,2019-09-01 08:58:00+00,2019-09-01 09:05:00+00
90764921,2157,255,248,2019-09-01 08:58:00+00,2019-09-01 10:47:00+00
90764922,15145,447,455,2019-09-01 08:58:00+00,2019-09-01 09:03:00+00
90764923,9846,456,535,2019-09-01 08:58:00+00,2019-09-01 09:49:00+00
90764924,5253,569,319,2019-09-01 08:59:00+00,2019-09-01 09:03:00+00
90764925,10916,459,719,2019-09-01 08:59:00+00,2019-09-01 09:06:00+00
90764926,12366,320,150,2019-09-01 08:59:00+00,2019-09-01 09:13:00+00
90764927,4852,345,177,2019-09-01 08:59:00+00,2019-09-01 09:12:00+00
90764928,12600,157,157,2019-09-01 08:59:00+00,2019-09-01 10:34:00+00
90764929,10748,784,812,2019-09-01 08:59:00+00,2019-09-01 09:05:00+00
90764930,9891,191,191,2019-09-01 08:59:00+00,2019-09-01 09:26:00+00
90764931,10836,60,208,2019-09-01 08:59:00+00,2019-09-01 09:01:00+00
90764932,5971,191,191,2019-09-01 08:59:00+00,2019-09-01 09:27:00+00
90764933,5461,456,255,2019-09-01 08:59:00+00,2019-09-01 09:09:00+00
90764934,13462,157,157,2019-09-01 08:59:00+00,2019-09-01 10:34:00+00
90764935,109,191,191,2019-09-01 08:59:00+00,2019-09-01 09:26:00+00
90764936,10267,248,248,2019-09-01 08:59:00+00,2019-09-01 09:27:00+00
90764937,4324,267,117,2019-09-01 08:59:00+00,2019-09-01 09:05:00+00
90764938,3350,202,712,2019-09-01 09:00:00+00,2019-09-01 09:08:00+00
90764939,10193,424,269,2019-09-01 09:00:00+00,2019-09-01 09:22:00+00
90764940,11983,184,545,2019-09-01 09:00:00+00,2019-09-01 09:15:00+00
90764941,1885,622,307,2019-09-01 09:00:00+00,2019-09-01 09:10:00+00
90764942,13528,561,478,2019-09-01 09:00:00+00,2019-09-01 09:03:00+00
90764943,14737,828,420,2019-09-01 09:00:00+00,2019-09-01 09:15:00+00
90764944,8369,605,184,2019-09-01 09:01:00+00,2019-09-01 09:07:00+00
90764945,204,206,194,2019-09-01 09:01:00+00,2019-09-01 09:16:00+00
90764946,15366,225,807,2019-09-01 09:01:00+00,2019-09-01 09:08:00+00
90764947,12981,589,616,2019-09-01 09:01:00+00,2019-09-01 09:09:00+00
90764948,16202,307,307,2019-09-01 09:01:00+00,2019-09-01 11:38:00+00
90764949,16315,520,25,2019-09-01 09:01:00+00,2019-09-01 09:29:00+00
90764950,3717,445,420,2019-09-01 09:01:00+00,2019-09-01 09:16:00+00
90764951,2972,456,42,2019-09-01 09:01:00+00,2019-09-01 10:04:00+00
90764952,15538,809,641,2019-09-01 09:01:00+00,2019-09-01 09:10:00+00
90764953,6401,120,284,2019-09-01 09:01:00+00,2019-09-01 09:15:00+00
90764954,6185,176,47,2019-09-01 09:01:00+00,2019-09-01 09:07:00+00
90764955,10331,467,534,2019-09-01 09:01:00+00,2019-09-01 09:19:00+00
90764956,14770,151,172,2019-09-01 09:02:00+00,2019-09-01 09:17:00+00
90764957,14729,223,193,2019-09-01 09:01:00+00,2019-09-01 09:14:00+00
90764958,4701,641,776,2019-09-01 09:02:00+00,2019-09-01 09:24:00+00
90764959,16417,729,626,2019-09-01 09:02:00+00,2019-09-01 09:08:00+00
90764960,15809,609,657,2019-09-01 09:02:00+00,2019-09-01 09:23:00+00
90764961,6048,496,503,2019-09-01 09:02:00+00,2019-09-01 09:13:00+00
90764962,12757,553,574,2019-09-01 09:02:00+00,2019-09-01 09:11:00+00
90764963,14136,2,428,2019-09-01 09:02:00+00,2019-09-01 09:10:00+00
90764964,8150,625,432,2019-09-01 09:02:00+00,2019-09-01 09:14:00+00
90764965,6580,164,428,2019-09-01 09:02:00+00,2019-09-01 09:15:00+00
90764966,2,826,319,2019-09-01 09:02:00+00,2019-09-01 09:25:00+00
90764967,16604,737,681,2019-09-01 09:02:00+00,2019-09-01 09:19:00+00
90764968,2794,397,312,2019-09-01 09:03:00+00,2019-09-01 09:15:00+00
90764969,2442,164,428,2019-09-01 09:03:00+00,2019-09-01 09:15:00+00
90764970,6100,73,401,2019-09-01 09:03:00+00,2019-09-01 09:12:00+00
90764971,13172,446,96,2019-09-01 09:03:00+00,2019-09-01 09:11:00+00
90764972,14297,73,401,2019-09-01 09:03:00+00,2019-09-01 09:11:00+00
90764973,11526,107,95,2019-09-01 09:03:00+00,2019-09-01 09:06:00+00
90764974,6448,737,681,2019-09-01 09:03:00+00,2019-09-01 09:18:00+00
90764975,6166,492,565,2019-09-01 09:03:00+00,2019-09-01 09:12:00+00
90764976,10098,600,710,2019-09-01 09:03:00+00,2019-09-01 09:20:00+00
90764977,2595,726,109,2019-09-01 09:03:00+00,2019-09-01 09:27:00+00
90764978,6527,148,653,2019-09-01 09:03:00+00,2019-09-01 09:22:00+00
90764979,13674,164,274,2019-09-01 09:03:00+00,2019-09-01 09:17:00+00
90764980,920,158,428,2019-09-01 09:04:00+00,2019-09-01 09:17:00+00
90764981,4525,164,274,2019-09-01 09:04:00+00,2019-09-01 09:17:00+00
90764982,776,94,272,2019-09-01 09:04:00+00,2019-09-01 09:13:00+00
90764983,12317,94,272,2019-09-01 09:04:00+00,2019-09-01 09:13:00+00
90764984,14093,676,600,2019-09-01 09:04:00+00,2019-09-01 09:07:00+00
90764985,7257,622,307,2019-09-01 09:04:00+00,2019-09-01 09:10:00+00
90764987,16176,89,227,2019-09-01 09:04:00+00,2019-09-01 09:07:00+00
90764988,6890,193,213,2019-09-01 08:58:00+00,2019-09-01 09:47:00+00
90764989,15270,710,817,2019-09-01 09:04:00+00,2019-09-01 09:17:00+00
90764990,7945,748,388,2019-09-01 09:04:00+00,2019-09-01 09:30:00+00
90764991,3803,647,807,2019-09-01 09:04:00+00,2019-09-01 09:17:00+00
90764992,14910,784,785,2019-09-01 09:04:00+00,2019-09-01 09:33:00+00
90764993,479,774,682,2019-09-01 09:04:00+00,2019-09-01 09:24:00+00
90764994,3290,303,303,2019-09-01 09:04:00+00,2019-09-01 09:05:00+00
90764995,13838,49,248,2019-09-01 09:04:00+00,2019-09-01 09:20:00+00
90764997,11558,786,787,2019-09-01 09:04:00+00,2019-09-01 09:19:00+00
90764998,327,49,248,2019-09-01 09:05:00+00,2019-09-01 09:20:00+00
90764999,11859,443,134,2019-09-01 09:05:00+00,2019-09-01 09:14:00+00
90765000,12882,247,759,2019-09-01 09:05:00+00,2019-09-01 09:10:00+00
90765001,12052,194,838,2019-09-01 09:05:00+00,2019-09-01 09:13:00+00
90765002,9555,561,479,2019-09-01 09:05:00+00,2019-09-01 09:14:00+00
90765003,14299,365,325,2019-09-01 09:05:00+00,2019-09-01 09:25:00+00
90765004,7780,43,382,2019-09-01 09:05:00+00,2019-09-01 09:13:00+00
90765005,12490,786,786,2019-09-01 09:06:00+00,2019-09-01 09:54:00+00
90765006,13373,810,213,2019-09-01 09:06:00+00,2019-09-01 09:46:00+00
90765007,4985,202,55,2019-09-01 09:06:00+00,2019-09-01 09:11:00+00
90765008,2952,405,187,2019-09-01 09:06:00+00,2019-09-01 09:08:00+00
90765009,14353,4,57,2019-09-01 09:06:00+00,2019-09-01 09:30:00+00
90765010,13588,333,277,2019-09-01 09:06:00+00,2019-09-01 09:58:00+00
90765011,16789,645,319,2019-09-01 09:06:00+00,2019-09-01 09:30:00+00
90765012,14833,333,277,2019-09-01 09:06:00+00,2019-09-01 09:58:00+00
90765013,10418,237,564,2019-09-01 09:06:00+00,2019-09-01 09:25:00+00
90765014,13240,645,319,2019-09-01 09:06:00+00,2019-09-01 09:29:00+00
90765015,6636,139,514,2019-09-01 09:06:00+00,2019-09-01 09:30:00+00
90765016,7583,139,514,2019-09-01 09:07:00+00,2019-09-01 09:30:00+00
90765017,14584,485,497,2019-09-01 09:07:00+00,2019-09-01 09:22:00+00
90765018,8157,237,564,2019-09-01 09:07:00+00,2019-09-01 09:25:00+00
90765019,1896,396,121,2019-09-01 09:07:00+00,2019-09-01 09:09:00+00
90765020,3657,307,404,2019-09-01 09:07:00+00,2019-09-01 09:19:00+00
90765021,10421,610,618,2019-09-01 09:07:00+00,2019-09-01 09:17:00+00
90765022,3974,610,618,2019-09-01 09:07:00+00,2019-09-01 09:18:00+00
90765023,13519,24,341,2019-09-01 09:07:00+00,2019-09-01 09:21:00+00
90765024,3714,686,37,2019-09-01 09:07:00+00,2019-09-01 09:16:00+00
90765025,12805,24,341,2019-09-01 09:07:00+00,2019-09-01 09:21:00+00
90765026,14242,652,571,2019-09-01 09:07:00+00,2019-09-01 09:12:00+00
90765027,8718,600,624,2019-09-01 09:07:00+00,2019-09-01 09:16:00+00
90765028,9660,459,459,2019-09-01 09:07:00+00,2019-09-01 10:03:00+00
90765029,6272,737,651,2019-09-01 09:07:00+00,2019-09-01 09:12:00+00
90765030,4340,396,121,2019-09-01 09:07:00+00,2019-09-01 09:09:00+00
90765032,4237,255,247,2019-09-01 09:07:00+00,2019-09-01 09:13:00+00
90765033,16817,152,335,2019-09-01 09:08:00+00,2019-09-01 09:21:00+00
90765034,2357,654,321,2019-09-01 09:07:00+00,2019-09-01 09:32:00+00
90765035,15281,408,108,2019-09-01 09:08:00+00,2019-09-01 09:26:00+00
90765038,16248,42,553,2019-09-01 09:08:00+00,2019-09-01 09:18:00+00
90765040,15188,352,9,2019-09-01 09:08:00+00,2019-09-01 09:24:00+00
90765041,9934,130,146,2019-09-01 09:08:00+00,2019-09-01 09:30:00+00
90765042,15250,307,404,2019-09-01 09:08:00+00,2019-09-01 09:19:00+00
90765043,6791,1,101,2019-09-01 09:08:00+00,2019-09-01 09:18:00+00
90765044,15523,238,83,2019-09-01 09:08:00+00,2019-09-01 09:25:00+00
90765045,4608,28,347,2019-09-01 09:08:00+00,2019-09-01 09:24:00+00
90765046,7815,550,450,2019-09-01 09:08:00+00,2019-09-01 09:26:00+00
90765047,11096,664,638,2019-09-01 09:08:00+00,2019-09-01 09:17:00+00
90765048,9868,47,47,2019-09-01 09:08:00+00,2019-09-01 09:57:00+00
90765049,13401,47,47,2019-09-01 09:08:00+00,2019-09-01 09:57:00+00
90765050,15225,676,641,2019-09-01 09:09:00+00,2019-09-01 09:17:00+00
90765051,14758,655,708,2019-09-01 09:09:00+00,2019-09-01 09:23:00+00
90765052,13030,481,563,2019-09-01 09:09:00+00,2019-09-01 09:14:00+00
90765053,13301,321,308,2019-09-01 09:09:00+00,2019-09-01 09:35:00+00
90765054,6857,217,308,2019-09-01 09:09:00+00,2019-09-01 09:20:00+00
90765055,16182,428,97,2019-09-01 09:09:00+00,2019-09-01 09:13:00+00
90765056,12432,798,105,2019-09-01 09:09:00+00,2019-09-01 09:45:00+00
90765057,16506,620,243,2019-09-01 09:09:00+00,2019-09-01 09:28:00+00
90765058,6599,47,47,2019-09-01 09:09:00+00,2019-09-01 09:56:00+00
90765059,13902,157,300,2019-09-01 09:09:00+00,2019-09-01 09:17:00+00
90765060,12134,461,101,2019-09-01 09:09:00+00,2019-09-01 09:25:00+00
90765061,5131,203,6,2019-09-01 09:10:00+00,2019-09-01 09:28:00+00
90765062,16580,157,300,2019-09-01 09:10:00+00,2019-09-01 09:17:00+00
90765063,6545,371,270,2019-09-01 09:10:00+00,2019-09-01 09:16:00+00
90765064,1690,397,397,2019-09-01 09:10:00+00,2019-09-01 09:13:00+00
90765065,11463,191,248,2019-09-01 09:10:00+00,2019-09-01 09:16:00+00
90765066,15157,247,373,2019-09-01 09:10:00+00,2019-09-01 09:28:00+00
90765067,16799,735,766,2019-09-01 09:10:00+00,2019-09-01 09:19:00+00
90765068,994,237,278,2019-09-01 09:10:00+00,2019-09-01 09:15:00+00
90765069,9324,55,109,2019-09-01 09:10:00+00,2019-09-01 09:23:00+00
90765070,13819,169,6,2019-09-01 09:10:00+00,2019-09-01 09:20:00+00
90765071,16683,169,6,2019-09-01 09:10:00+00,2019-09-01 09:20:00+00
90765072,9548,278,94,2019-09-01 09:10:00+00,2019-09-01 09:15:00+00
90765073,2855,200,194,2019-09-01 09:10:00+00,2019-09-01 09:26:00+00
90765074,14314,248,375,2019-09-01 09:10:00+00,2019-09-01 09:36:00+00
90765075,10263,792,235,2019-09-01 09:10:00+00,2019-09-01 09:31:00+00
90765076,15140,183,673,2019-09-01 09:11:00+00,2019-09-01 09:25:00+00
90765077,2633,202,87,2019-09-01 09:11:00+00,2019-09-01 09:16:00+00
90765078,12577,202,87,2019-09-01 09:11:00+00,2019-09-01 09:16:00+00
90765079,10687,130,27,2019-09-01 09:11:00+00,2019-09-01 09:35:00+00
90765080,15569,439,214,2019-09-01 09:11:00+00,2019-09-01 09:17:00+00
90765081,14506,302,658,2019-09-01 09:11:00+00,2019-09-01 09:33:00+00
90765082,5731,717,804,2019-09-01 09:11:00+00,2019-09-01 09:27:00+00
90765083,8031,244,732,2019-09-01 09:11:00+00,2019-09-01 09:28:00+00
90765084,6185,47,47,2019-09-01 09:11:00+00,2019-09-01 09:56:00+00
90765085,6922,130,27,2019-09-01 09:11:00+00,2019-09-01 09:35:00+00
90765086,1651,792,235,2019-09-01 09:11:00+00,2019-09-01 09:31:00+00
90765087,681,27,58,2019-09-01 09:11:00+00,2019-09-01 09:29:00+00
90765088,2903,480,579,2019-09-01 09:12:00+00,2019-09-01 09:30:00+00
90765089,3104,569,466,2019-09-01 09:12:00+00,2019-09-01 10:33:00+00
90765090,7437,768,625,2019-09-01 09:12:00+00,2019-09-01 09:20:00+00
90765091,7848,580,32,2019-09-01 09:12:00+00,2019-09-01 09:36:00+00
90765092,11085,142,733,2019-09-01 09:12:00+00,2019-09-01 09:44:00+00
90765093,6017,569,466,2019-09-01 09:12:00+00,2019-09-01 10:33:00+00
90765094,8867,471,790,2019-09-01 09:12:00+00,2019-09-01 09:23:00+00
90765095,16511,419,826,2019-09-01 09:12:00+00,2019-09-01 09:20:00+00
90765096,15038,807,213,2019-09-01 09:12:00+00,2019-09-01 10:03:00+00
90765097,10274,807,213,2019-09-01 09:12:00+00,2019-09-01 10:03:00+00
90765099,13632,424,213,2019-09-01 09:13:00+00,2019-09-01 09:21:00+00
90765100,3992,768,800,2019-09-01 09:13:00+00,2019-09-01 09:31:00+00
90765101,15866,150,384,2019-09-01 09:13:00+00,2019-09-01 09:22:00+00
90765102,15240,777,437,2019-09-01 09:13:00+00,2019-09-01 09:34:00+00
90765103,10392,691,619,2019-09-01 09:13:00+00,2019-09-01 09:16:00+00
90765104,15771,444,308,2019-09-01 09:13:00+00,2019-09-01 09:29:00+00
90765105,2800,504,504,2019-09-01 09:13:00+00,2019-09-01 09:22:00+00
90765106,10173,381,14,2019-09-01 09:13:00+00,2019-09-01 09:20:00+00
90765107,11724,266,141,2019-09-01 09:13:00+00,2019-09-01 09:27:00+00
90765108,15338,631,259,2019-09-01 09:13:00+00,2019-09-01 09:26:00+00
90765109,10953,581,257,2019-09-01 09:13:00+00,2019-09-01 09:18:00+00
90765110,4075,135,6,2019-09-01 09:13:00+00,2019-09-01 09:29:00+00
90765111,14004,191,138,2019-09-01 09:14:00+00,2019-09-01 09:40:00+00
90765112,5642,164,404,2019-09-01 09:14:00+00,2019-09-01 09:20:00+00
90765113,4794,191,138,2019-09-01 09:14:00+00,2019-09-01 09:41:00+00
90765114,16708,153,57,2019-09-01 09:14:00+00,2019-09-01 09:37:00+00
90765115,15698,191,138,2019-09-01 09:14:00+00,2019-09-01 09:41:00+00
90765116,11976,768,149,2019-09-01 09:14:00+00,2019-09-01 09:29:00+00
90765117,6947,191,138,2019-09-01 09:14:00+00,2019-09-01 09:41:00+00
90765118,12707,449,448,2019-09-01 09:14:00+00,2019-09-01 09:32:00+00
90765119,9569,732,85,2019-09-01 09:14:00+00,2019-09-01 10:10:00+00
90765120,16610,149,17,2019-09-01 09:14:00+00,2019-09-01 09:37:00+00
90765121,13400,449,448,2019-09-01 09:14:00+00,2019-09-01 09:32:00+00
90765122,16826,449,448,2019-09-01 09:14:00+00,2019-09-01 09:32:00+00
90765123,1896,121,289,2019-09-01 09:14:00+00,2019-09-01 09:20:00+00
90765124,2585,364,457,2019-09-01 09:14:00+00,2019-09-01 09:27:00+00
90765125,4156,610,666,2019-09-01 09:15:00+00,2019-09-01 09:29:00+00
90765126,15739,634,635,2019-09-01 09:15:00+00,2019-09-01 09:30:00+00
90765127,1659,459,712,2019-09-01 09:15:00+00,2019-09-01 09:23:00+00
90765128,1019,717,553,2019-09-01 09:15:00+00,2019-09-01 09:19:00+00
90765129,10040,691,626,2019-09-01 09:15:00+00,2019-09-01 09:21:00+00
90765130,493,145,303,2019-09-01 09:15:00+00,2019-09-01 09:39:00+00
90765131,4191,446,786,2019-09-01 09:15:00+00,2019-09-01 09:36:00+00
90765132,14136,428,10,2019-09-01 09:15:00+00,2019-09-01 12:45:00+00
90765133,8421,145,303,2019-09-01 09:15:00+00,2019-09-01 09:39:00+00
90765134,1848,199,199,2019-09-01 09:15:00+00,2019-09-01 09:17:00+00
90765135,5693,138,191,2019-09-01 09:16:00+00,2019-09-01 11:29:00+00
90765136,2771,130,101,2019-09-01 09:16:00+00,2019-09-01 09:38:00+00
90765137,14919,108,441,2019-09-01 09:16:00+00,2019-09-01 09:21:00+00
90765138,13296,411,61,2019-09-01 09:16:00+00,2019-09-01 09:21:00+00
90765139,1527,99,114,2019-09-01 09:16:00+00,2019-09-01 10:07:00+00
90765140,8161,460,508,2019-09-01 09:16:00+00,2019-09-01 09:29:00+00
90765141,15107,130,101,2019-09-01 09:16:00+00,2019-09-01 09:38:00+00
90765142,15046,428,10,2019-09-01 09:16:00+00,2019-09-01 12:45:00+00
90765143,13897,411,61,2019-09-01 09:16:00+00,2019-09-01 09:21:00+00
90765144,8820,628,185,2019-09-01 09:16:00+00,2019-09-01 09:34:00+00
90765145,15852,294,628,2019-09-01 09:16:00+00,2019-09-01 09:38:00+00
90765146,5250,180,184,2019-09-01 09:16:00+00,2019-09-01 09:25:00+00
90765147,1269,118,294,2019-09-01 09:16:00+00,2019-09-01 09:21:00+00
90765148,8691,428,171,2019-09-01 09:16:00+00,2019-09-01 09:30:00+00
90765149,14204,463,695,2019-09-01 09:16:00+00,2019-09-01 09:29:00+00
90765150,13065,500,546,2019-09-01 09:16:00+00,2019-09-01 09:39:00+00
90765151,14147,517,577,2019-09-01 09:16:00+00,2019-09-01 09:21:00+00
90765152,4944,133,186,2019-09-01 09:17:00+00,2019-09-01 09:32:00+00
90765153,7785,428,171,2019-09-01 09:17:00+00,2019-09-01 09:30:00+00
90765154,2722,568,248,2019-09-01 09:17:00+00,2019-09-01 09:42:00+00
90765155,14666,336,18,2019-09-01 09:17:00+00,2019-09-01 09:31:00+00
90765156,7194,450,444,2019-09-01 09:17:00+00,2019-09-01 09:23:00+00
90765157,14984,128,138,2019-09-01 09:17:00+00,2019-09-01 09:36:00+00
90765158,6787,833,564,2019-09-01 09:17:00+00,2019-09-01 09:48:00+00
90765159,1370,700,656,2019-09-01 09:17:00+00,2019-09-01 09:29:00+00
90765160,8674,395,263,2019-09-01 09:17:00+00,2019-09-01 09:44:00+00
90765161,16044,298,115,2019-09-01 09:18:00+00,2019-09-01 09:25:00+00
90765163,459,300,300,2019-09-01 09:18:00+00,2019-09-01 09:42:00+00
90765164,8684,398,754,2019-09-01 09:18:00+00,2019-09-01 09:25:00+00
90765165,15145,455,455,2019-09-01 09:18:00+00,2019-09-01 09:39:00+00
90765166,613,10,156,2019-09-01 09:18:00+00,2019-09-01 09:30:00+00
90765167,15080,742,622,2019-09-01 09:18:00+00,2019-09-01 09:23:00+00
90765168,4449,10,156,2019-09-01 09:18:00+00,2019-09-01 09:30:00+00
90765169,10136,779,215,2019-09-01 09:18:00+00,2019-09-01 09:24:00+00
90765170,15270,817,386,2019-09-01 09:18:00+00,2019-09-01 09:42:00+00
90765171,9863,286,242,2019-09-01 09:18:00+00,2019-09-01 09:36:00+00
90765172,15683,156,399,2019-09-01 09:18:00+00,2019-09-01 09:40:00+00
90765173,11066,134,477,2019-09-01 09:18:00+00,2019-09-01 09:43:00+00
90765174,8365,101,101,2019-09-01 09:18:00+00,2019-09-01 09:24:00+00
90765176,13902,300,300,2019-09-01 09:19:00+00,2019-09-01 09:42:00+00
90765178,12181,408,312,2019-09-01 09:19:00+00,2019-09-01 09:27:00+00
90765179,5549,697,512,2019-09-01 09:19:00+00,2019-09-01 09:38:00+00
90765180,7565,817,320,2019-09-01 09:19:00+00,2019-09-01 09:28:00+00
90765181,12849,547,202,2019-09-01 09:19:00+00,2019-09-01 09:42:00+00
90765183,2436,583,516,2019-09-01 09:19:00+00,2019-09-01 10:41:00+00
90765184,11180,692,692,2019-09-01 09:19:00+00,2019-09-01 09:50:00+00
90765185,10510,692,692,2019-09-01 09:19:00+00,2019-09-01 09:51:00+00
90765186,1690,397,307,2019-09-01 09:19:00+00,2019-09-01 09:36:00+00
90765187,1341,589,280,2019-09-01 09:19:00+00,2019-09-01 09:25:00+00
90765188,14587,17,339,2019-09-01 09:19:00+00,2019-09-01 09:29:00+00
90765189,15492,817,386,2019-09-01 09:19:00+00,2019-09-01 09:43:00+00
90765190,11220,717,570,2019-09-01 09:20:00+00,2019-09-01 09:44:00+00
90765191,16652,780,815,2019-09-01 09:20:00+00,2019-09-01 09:43:00+00
90765192,10635,57,148,2019-09-01 09:20:00+00,2019-09-01 09:36:00+00
90765193,16596,568,180,2019-09-01 09:20:00+00,2019-09-01 09:35:00+00
90765194,8615,787,784,2019-09-01 09:20:00+00,2019-09-01 09:42:00+00
90765195,1794,675,821,2019-09-01 09:20:00+00,2019-09-01 09:42:00+00
90765196,16417,626,37,2019-09-01 09:20:00+00,2019-09-01 11:32:00+00
90765197,13927,62,272,2019-09-01 09:20:00+00,2019-09-01 09:29:00+00
90765198,9608,216,133,2019-09-01 09:20:00+00,2019-09-01 09:25:00+00
90765199,6944,704,653,2019-09-01 09:20:00+00,2019-09-01 09:31:00+00
90765200,4765,675,821,2019-09-01 09:20:00+00,2019-09-01 09:41:00+00
90765201,7281,62,272,2019-09-01 09:20:00+00,2019-09-01 09:29:00+00
90765203,4976,580,341,2019-09-01 09:20:00+00,2019-09-01 09:35:00+00
90765204,12313,62,272,2019-09-01 09:20:00+00,2019-09-01 09:29:00+00
90765205,2797,459,175,2019-09-01 09:20:00+00,2019-09-01 09:39:00+00
90765206,10421,618,213,2019-09-01 09:20:00+00,2019-09-01 09:46:00+00
90765207,4474,405,710,2019-09-01 09:20:00+00,2019-09-01 09:35:00+00
90765208,15580,658,691,2019-09-01 09:20:00+00,2019-09-01 09:33:00+00
90765209,847,506,564,2019-09-01 09:20:00+00,2019-09-01 09:34:00+00
90765210,16019,17,703,2019-09-01 09:20:00+00,2019-09-01 09:23:00+00
90765211,960,675,821,2019-09-01 09:20:00+00,2019-09-01 09:41:00+00
90765212,16580,300,211,2019-09-01 09:20:00+00,2019-09-01 09:29:00+00
90765213,8369,184,228,2019-09-01 09:21:00+00,2019-09-01 09:34:00+00
90765214,14548,580,341,2019-09-01 09:21:00+00,2019-09-01 09:35:00+00
90765215,12397,133,592,2019-09-01 09:21:00+00,2019-09-01 09:31:00+00
90765216,11950,432,432,2019-09-01 09:21:00+00,2019-09-01 10:03:00+00
90765217,14614,190,139,2019-09-01 09:21:00+00,2019-09-01 09:27:00+00
90765218,540,502,553,2019-09-01 09:21:00+00,2019-09-01 10:19:00+00
90765219,11155,587,535,2019-09-01 09:21:00+00,2019-09-01 10:38:00+00
90765220,351,712,508,2019-09-01 09:21:00+00,2019-09-01 09:36:00+00
90765221,13574,178,268,2019-09-01 09:21:00+00,2019-09-01 09:24:00+00
90765222,3507,697,462,2019-09-01 09:21:00+00,2019-09-01 09:32:00+00
90765223,5367,144,437,2019-09-01 09:21:00+00,2019-09-01 09:49:00+00
90765224,1969,500,104,2019-09-01 09:21:00+00,2019-09-01 09:28:00+00
90765225,8118,356,216,2019-09-01 09:21:00+00,2019-09-01 09:25:00+00
90765226,327,248,133,2019-09-01 09:21:00+00,2019-09-01 09:43:00+00
90765227,13838,248,133,2019-09-01 09:21:00+00,2019-09-01 09:43:00+00
90765228,9548,94,488,2019-09-01 09:22:00+00,2019-09-01 09:39:00+00
90765229,14284,717,512,2019-09-01 09:22:00+00,2019-09-01 09:26:00+00
90765230,3321,641,298,2019-09-01 09:22:00+00,2019-09-01 09:43:00+00
90765231,11978,717,512,2019-09-01 09:22:00+00,2019-09-01 09:26:00+00
90765232,354,185,776,2019-09-01 09:22:00+00,2019-09-01 09:42:00+00
90765233,14983,587,535,2019-09-01 09:22:00+00,2019-09-01 10:39:00+00
90765234,1358,359,605,2019-09-01 09:22:00+00,2019-09-01 09:42:00+00
90765235,5619,163,228,2019-09-01 09:22:00+00,2019-09-01 09:38:00+00
90765236,5543,511,500,2019-09-01 09:22:00+00,2019-09-01 09:27:00+00
90765237,10812,359,605,2019-09-01 09:22:00+00,2019-09-01 09:42:00+00
