rental_id,bike_id,startstationid,endstationid,start_date,end_date
90763231,15300,39,827,2019-09-01 02:00:00+00,2019-09-01 02:21:00+00
90763232,6017,109,569,2019-09-01 02:00:00+00,2019-09-01 02:19:00+00
90763233,6166,132,492,2019-09-01 02:01:00+00,2019-09-01 02:12:00+00
90763234,5491,132,492,2019-09-01 02:01:00+00,2019-09-01 02:13:00+00
90763235,15309,341,354,2019-09-01 02:02:00+00,2019-09-01 02:29:00+00
90763236,2578,226,662,2019-09-01 02:02:00+00,2019-09-01 02:23:00+00
90763237,10034,166,273,2019-09-01 02:02:00+00,2019-09-01 02:24:00+00
90763238,10365,153,560,2019-09-01 02:02:00+00,2019-09-01 02:16:00+00
90763239,4429,341,354,2019-09-01 02:02:00+00,2019-09-01 02:29:00+00
90763240,11300,153,560,2019-09-01 02:02:00+00,2019-09-01 02:16:00+00
90763241,16555,114,456,2019-09-01 02:03:00+00,2019-09-01 02:32:00+00
90763242,15347,782,171,2019-09-01 02:03:00+00,2019-09-01 02:10:00+00
90763243,15359,252,83,2019-09-01 02:04:00+00,2019-09-01 03:18:00+00
90763244,13972,32,565,2019-09-01 02:04:00+00,2019-09-01 02:18:00+00
90763245,898,32,565,2019-09-01 02:04:00+00,2019-09-01 02:18:00+00
90763246,9661,333,277,2019-09-01 02:04:00+00,2019-09-01 02:07:00+00
90763247,13679,99,255,2019-09-01 02:04:00+00,2019-09-01 02:14:00+00
90763248,13724,32,565,2019-09-01 02:04:00+00,2019-09-01 02:18:00+00
90763249,202,32,565,2019-09-01 02:04:00+00,2019-09-01 02:18:00+00
90763250,685,252,83,2019-09-01 02:04:00+00,2019-09-01 03:18:00+00
90763251,1337,100,564,2019-09-01 02:04:00+00,2019-09-01 02:28:00+00
90763252,2035,100,564,2019-09-01 02:04:00+00,2019-09-01 02:27:00+00
90763253,6117,32,565,2019-09-01 02:05:00+00,2019-09-01 02:18:00+00
90763254,8610,556,477,2019-09-01 02:05:00+00,2019-09-01 02:14:00+00
90763255,8232,58,317,2019-09-01 02:05:00+00,2019-09-01 03:08:00+00
90763256,2611,399,577,2019-09-01 02:05:00+00,2019-09-01 02:13:00+00
90763257,2981,444,550,2019-09-01 02:06:00+00,2019-09-01 02:13:00+00
90763258,7815,444,550,2019-09-01 02:06:00+00,2019-09-01 02:13:00+00
90763259,2741,58,194,2019-09-01 02:06:00+00,2019-09-01 03:05:00+00
90763260,578,502,721,2019-09-01 02:06:00+00,2019-09-01 02:16:00+00
90763261,3383,132,537,2019-09-01 02:07:00+00,2019-09-01 02:12:00+00
90763262,6842,160,143,2019-09-01 02:07:00+00,2019-09-01 02:24:00+00
90763263,15718,383,806,2019-09-01 02:07:00+00,2019-09-01 02:51:00+00
90763264,16718,374,815,2019-09-01 02:07:00+00,2019-09-01 02:31:00+00
90763265,14583,32,65,2019-09-01 02:07:00+00,2019-09-01 03:28:00+00
90763266,12707,383,806,2019-09-01 02:07:00+00,2019-09-01 02:52:00+00
90763267,13806,374,815,2019-09-01 02:07:00+00,2019-09-01 02:31:00+00
90763268,4012,201,605,2019-09-01 02:07:00+00,2019-09-01 02:10:00+00
90763270,11547,386,14,2019-09-01 02:07:00+00,2019-09-01 02:21:00+00
90763271,1380,374,815,2019-09-01 02:07:00+00,2019-09-01 02:31:00+00
90763272,12632,531,517,2019-09-01 02:07:00+00,2019-09-01 02:11:00+00
90763273,3421,589,529,2019-09-01 02:08:00+00,2019-09-01 02:12:00+00
90763274,15533,58,194,2019-09-01 02:08:00+00,2019-09-01 03:04:00+00
90763275,16097,556,469,2019-09-01 02:08:00+00,2019-09-01 02:25:00+00
90763276,9474,27,583,2019-09-01 02:08:00+00,2019-09-01 02:29:00+00
90763277,1057,27,583,2019-09-01 02:08:00+00,2019-09-01 02:28:00+00
90763278,4017,192,540,2019-09-01 02:09:00+00,2019-09-01 02:17:00+00
90763279,15125,699,587,2019-09-01 02:09:00+00,2019-09-01 02:25:00+00
90763280,77,32,65,2019-09-01 02:09:00+00,2019-09-01 03:28:00+00
90763281,10344,27,583,2019-09-01 02:09:00+00,2019-09-01 02:28:00+00
90763282,10466,699,587,2019-09-01 02:09:00+00,2019-09-01 02:25:00+00
90763283,8049,278,115,2019-09-01 02:09:00+00,2019-09-01 03:06:00+00
90763284,10502,213,821,2019-09-01 02:09:00+00,2019-09-01 02:23:00+00
90763285,2753,32,65,2019-09-01 02:09:00+00,2019-09-01 03:26:00+00
90763286,4242,199,461,2019-09-01 02:09:00+00,2019-09-01 02:29:00+00
90763287,516,513,577,2019-09-01 02:10:00+00,2019-09-01 02:21:00+00
90763288,9129,230,264,2019-09-01 02:10:00+00,2019-09-01 02:24:00+00
90763289,15274,371,827,2019-09-01 02:10:00+00,2019-09-01 02:18:00+00
90763290,4736,32,484,2019-09-01 02:10:00+00,2019-09-01 02:42:00+00
90763291,16185,792,324,2019-09-01 02:10:00+00,2019-09-01 02:15:00+00
90763292,1392,624,624,2019-09-01 02:10:00+00,2019-09-01 02:38:00+00
90763293,9171,32,194,2019-09-01 02:10:00+00,2019-09-01 03:04:00+00
90763294,5556,320,830,2019-09-01 02:11:00+00,2019-09-01 02:33:00+00
90763295,14035,497,523,2019-09-01 02:11:00+00,2019-09-01 02:22:00+00
90763296,16639,770,168,2019-09-01 02:11:00+00,2019-09-01 02:19:00+00
90763297,11069,141,239,2019-09-01 02:12:00+00,2019-09-01 02:21:00+00
90763298,14851,272,125,2019-09-01 02:12:00+00,2019-09-01 02:19:00+00
90763300,8360,278,115,2019-09-01 02:12:00+00,2019-09-01 03:05:00+00
90763301,15518,587,579,2019-09-01 02:12:00+00,2019-09-01 02:18:00+00
90763302,3962,768,670,2019-09-01 02:12:00+00,2019-09-01 02:17:00+00
90763303,5146,58,317,2019-09-01 02:12:00+00,2019-09-01 03:08:00+00
90763304,6175,564,564,2019-09-01 02:13:00+00,2019-09-01 02:14:00+00
90763305,4350,214,93,2019-09-01 02:13:00+00,2019-09-01 02:25:00+00
90763306,10555,433,34,2019-09-01 02:13:00+00,2019-09-01 02:19:00+00
90763307,16076,456,6,2019-09-01 02:13:00+00,2019-09-01 02:23:00+00
90763308,12816,456,283,2019-09-01 02:13:00+00,2019-09-01 02:28:00+00
90763309,9407,679,726,2019-09-01 02:13:00+00,2019-09-01 02:19:00+00
90763310,7876,129,696,2019-09-01 02:13:00+00,2019-09-01 02:52:00+00
90763311,7761,693,219,2019-09-01 02:13:00+00,2019-09-01 02:30:00+00
90763312,2386,499,499,2019-09-01 02:13:00+00,2019-09-01 02:30:00+00
90763313,12225,587,579,2019-09-01 02:13:00+00,2019-09-01 02:17:00+00
90763314,9238,587,579,2019-09-01 02:13:00+00,2019-09-01 02:18:00+00
90763315,14940,368,589,2019-09-01 02:13:00+00,2019-09-01 02:32:00+00
90763316,16055,662,609,2019-09-01 02:14:00+00,2019-09-01 02:29:00+00
90763317,3350,338,202,2019-09-01 02:14:00+00,2019-09-01 02:30:00+00
90763318,15302,278,115,2019-09-01 02:14:00+00,2019-09-01 03:06:00+00
90763319,11072,325,136,2019-09-01 02:14:00+00,2019-09-01 03:06:00+00
90763320,1146,325,136,2019-09-01 02:14:00+00,2019-09-01 03:06:00+00
90763321,3142,461,552,2019-09-01 02:14:00+00,2019-09-01 02:20:00+00
90763322,10028,744,628,2019-09-01 02:14:00+00,2019-09-01 02:30:00+00
90763323,4219,157,333,2019-09-01 02:14:00+00,2019-09-01 02:19:00+00
90763324,1879,448,469,2019-09-01 02:14:00+00,2019-09-01 02:24:00+00
90763325,38,662,609,2019-09-01 02:14:00+00,2019-09-01 02:27:00+00
90763326,16458,83,128,2019-09-01 02:15:00+00,2019-09-01 02:43:00+00
90763327,16787,100,100,2019-09-01 02:15:00+00,2019-09-01 02:17:00+00
90763328,9627,132,444,2019-09-01 02:15:00+00,2019-09-01 02:39:00+00
90763329,10821,114,7,2019-09-01 02:15:00+00,2019-09-01 02:21:00+00
90763330,2056,564,839,2019-09-01 02:15:00+00,2019-09-01 02:52:00+00
90763331,1619,763,498,2019-09-01 02:15:00+00,2019-09-01 02:29:00+00
90763332,4001,230,237,2019-09-01 02:15:00+00,2019-09-01 02:27:00+00
90763333,13485,244,273,2019-09-01 02:15:00+00,2019-09-01 02:31:00+00
90763334,7792,457,484,2019-09-01 02:16:00+00,2019-09-01 03:07:00+00
90763335,2585,772,802,2019-09-01 02:16:00+00,2019-09-01 02:20:00+00
90763336,13414,278,115,2019-09-01 02:17:00+00,2019-09-01 03:06:00+00
90763337,13549,108,108,2019-09-01 02:17:00+00,2019-09-01 02:23:00+00
90763338,176,125,802,2019-09-01 02:17:00+00,2019-09-01 02:32:00+00
90763339,15465,487,715,2019-09-01 02:17:00+00,2019-09-01 02:29:00+00
90763340,12293,226,808,2019-09-01 02:17:00+00,2019-09-01 02:38:00+00
90763341,7264,33,464,2019-09-01 02:17:00+00,2019-09-01 02:22:00+00
90763342,10172,144,284,2019-09-01 02:18:00+00,2019-09-01 02:22:00+00
90763343,14682,570,480,2019-09-01 02:18:00+00,2019-09-01 02:31:00+00
90763344,2837,226,244,2019-09-01 02:18:00+00,2019-09-01 02:32:00+00
90763345,15270,47,130,2019-09-01 02:19:00+00,2019-09-01 02:47:00+00
90763346,15852,405,294,2019-09-01 02:19:00+00,2019-09-01 02:37:00+00
90763347,13273,153,720,2019-09-01 02:19:00+00,2019-09-01 02:40:00+00
90763348,5417,278,278,2019-09-01 02:20:00+00,2019-09-01 02:36:00+00
90763350,4330,426,178,2019-09-01 02:20:00+00,2019-09-01 02:34:00+00
90763351,1183,661,740,2019-09-01 02:20:00+00,2019-09-01 02:38:00+00
90763352,5842,661,740,2019-09-01 02:20:00+00,2019-09-01 02:38:00+00
90763353,2094,426,600,2019-09-01 02:20:00+00,2019-09-01 02:27:00+00
90763354,16673,486,520,2019-09-01 02:21:00+00,2019-09-01 02:29:00+00
90763355,12479,226,226,2019-09-01 02:21:00+00,2019-09-01 03:19:00+00
90763356,10560,226,226,2019-09-01 02:21:00+00,2019-09-01 03:19:00+00
90763357,665,661,740,2019-09-01 02:21:00+00,2019-09-01 02:29:00+00
90763358,9871,524,524,2019-09-01 02:21:00+00,2019-09-01 03:10:00+00
90763359,10665,104,444,2019-09-01 02:21:00+00,2019-09-01 02:36:00+00
90763360,8881,292,158,2019-09-01 02:22:00+00,2019-09-01 02:38:00+00
90763361,4239,292,158,2019-09-01 02:22:00+00,2019-09-01 02:38:00+00
90763362,12493,626,655,2019-09-01 02:22:00+00,2019-09-01 02:28:00+00
90763363,13157,358,581,2019-09-01 02:22:00+00,2019-09-01 02:38:00+00
90763365,16382,747,675,2019-09-01 02:22:00+00,2019-09-01 02:44:00+00
90763366,16028,5,514,2019-09-01 02:22:00+00,2019-09-01 02:33:00+00
90763367,3528,497,496,2019-09-01 02:22:00+00,2019-09-01 02:27:00+00
90763368,15030,747,675,2019-09-01 02:22:00+00,2019-09-01 02:44:00+00
90763369,13208,524,524,2019-09-01 02:22:00+00,2019-09-01 03:10:00+00
90763370,11314,104,282,2019-09-01 02:23:00+00,2019-09-01 02:32:00+00
90763371,13792,288,711,2019-09-01 02:23:00+00,2019-09-01 02:43:00+00
90763372,9204,661,740,2019-09-01 02:23:00+00,2019-09-01 02:38:00+00
90763373,16787,100,600,2019-09-01 02:24:00+00,2019-09-01 02:27:00+00
90763374,13377,104,444,2019-09-01 02:24:00+00,2019-09-01 02:36:00+00
90763375,12288,763,586,2019-09-01 02:24:00+00,2019-09-01 02:51:00+00
90763376,13101,61,61,2019-09-01 02:24:00+00,2019-09-01 02:30:00+00
90763377,4756,773,134,2019-09-01 02:24:00+00,2019-09-01 02:48:00+00
90763378,16620,114,804,2019-09-01 02:25:00+00,2019-09-01 02:38:00+00
90763379,5531,773,134,2019-09-01 02:25:00+00,2019-09-01 02:48:00+00
90763380,7261,533,486,2019-09-01 02:25:00+00,2019-09-01 02:26:00+00
90763381,7585,681,693,2019-09-01 02:25:00+00,2019-09-01 02:32:00+00
90763382,2911,109,428,2019-09-01 02:25:00+00,2019-09-01 02:50:00+00
90763383,15046,109,428,2019-09-01 02:25:00+00,2019-09-01 02:50:00+00
90763384,10034,273,732,2019-09-01 02:26:00+00,2019-09-01 02:49:00+00
90763385,13454,501,409,2019-09-01 02:25:00+00,2019-09-01 02:48:00+00
90763386,6842,143,738,2019-09-01 02:26:00+00,2019-09-01 02:41:00+00
90763387,16400,292,405,2019-09-01 02:26:00+00,2019-09-01 02:49:00+00
90763388,15040,162,604,2019-09-01 02:26:00+00,2019-09-01 02:47:00+00
90763389,1532,717,717,2019-09-01 02:26:00+00,2019-09-01 02:41:00+00
90763390,11917,262,91,2019-09-01 02:26:00+00,2019-09-01 02:31:00+00
90763391,10603,292,405,2019-09-01 02:26:00+00,2019-09-01 02:49:00+00
90763392,754,153,153,2019-09-01 02:26:00+00,2019-09-01 03:01:00+00
90763393,291,401,512,2019-09-01 02:26:00+00,2019-09-01 02:30:00+00
90763394,2865,522,531,2019-09-01 02:26:00+00,2019-09-01 02:30:00+00
90763395,3077,153,153,2019-09-01 02:27:00+00,2019-09-01 03:03:00+00
90763396,16731,153,153,2019-09-01 02:27:00+00,2019-09-01 03:02:00+00
90763397,4506,132,497,2019-09-01 02:27:00+00,2019-09-01 02:52:00+00
90763398,13299,717,717,2019-09-01 02:27:00+00,2019-09-01 02:41:00+00
90763399,8917,153,153,2019-09-01 02:27:00+00,2019-09-01 03:01:00+00
90763400,466,99,286,2019-09-01 02:27:00+00,2019-09-01 03:29:00+00
90763401,8223,230,156,2019-09-01 02:27:00+00,2019-09-01 02:34:00+00
90763402,5149,99,286,2019-09-01 02:27:00+00,2019-09-01 03:29:00+00
90763403,5359,292,405,2019-09-01 02:27:00+00,2019-09-01 02:49:00+00
90763404,12129,32,317,2019-09-01 02:27:00+00,2019-09-01 02:49:00+00
90763405,16102,99,286,2019-09-01 02:27:00+00,2019-09-01 03:29:00+00
90763406,1091,718,522,2019-09-01 02:27:00+00,2019-09-01 02:42:00+00
90763407,12627,153,164,2019-09-01 02:28:00+00,2019-09-01 02:33:00+00
90763408,2834,570,519,2019-09-01 02:28:00+00,2019-09-01 02:37:00+00
90763409,2952,47,584,2019-09-01 02:28:00+00,2019-09-01 02:46:00+00
90763410,11220,717,717,2019-09-01 02:28:00+00,2019-09-01 02:41:00+00
90763411,2776,132,427,2019-09-01 02:28:00+00,2019-09-01 03:06:00+00
90763412,168,388,557,2019-09-01 02:28:00+00,2019-09-01 02:57:00+00
90763413,6623,132,427,2019-09-01 02:28:00+00,2019-09-01 03:06:00+00
90763414,5601,388,557,2019-09-01 02:28:00+00,2019-09-01 02:57:00+00
90763415,10532,132,483,2019-09-01 02:28:00+00,2019-09-01 02:45:00+00
90763416,15652,562,264,2019-09-01 02:29:00+00,2019-09-01 02:34:00+00
90763417,10335,125,197,2019-09-01 02:29:00+00,2019-09-01 02:37:00+00
90763418,12591,125,80,2019-09-01 02:29:00+00,2019-09-01 02:32:00+00
90763419,3286,553,465,2019-09-01 02:29:00+00,2019-09-01 02:36:00+00
90763420,12376,709,167,2019-09-01 02:29:00+00,2019-09-01 02:54:00+00
90763421,8268,73,489,2019-09-01 02:30:00+00,2019-09-01 02:50:00+00
90763422,8398,73,489,2019-09-01 02:30:00+00,2019-09-01 02:50:00+00
90763423,9329,32,194,2019-09-01 02:30:00+00,2019-09-01 03:04:00+00
90763424,3629,751,470,2019-09-01 02:30:00+00,2019-09-01 02:55:00+00
90763425,2480,83,356,2019-09-01 02:30:00+00,2019-09-01 02:48:00+00
90763426,15309,354,354,2019-09-01 02:30:00+00,2019-09-01 02:31:00+00
90763427,895,399,513,2019-09-01 02:30:00+00,2019-09-01 02:45:00+00
90763428,15285,665,774,2019-09-01 02:30:00+00,2019-09-01 02:39:00+00
90763429,15992,61,537,2019-09-01 02:30:00+00,2019-09-01 02:54:00+00
90763430,5875,222,155,2019-09-01 02:30:00+00,2019-09-01 02:42:00+00
90763431,5095,751,470,2019-09-01 02:31:00+00,2019-09-01 02:55:00+00
90763432,4429,354,192,2019-09-01 02:31:00+00,2019-09-01 02:57:00+00
90763433,3755,115,278,2019-09-01 02:31:00+00,2019-09-01 02:36:00+00
90763434,8331,424,558,2019-09-01 02:31:00+00,2019-09-01 02:45:00+00
90763435,9101,458,134,2019-09-01 02:31:00+00,2019-09-01 02:34:00+00
90763436,204,512,206,2019-09-01 02:31:00+00,2019-09-01 02:43:00+00
90763437,4349,383,479,2019-09-01 02:31:00+00,2019-09-01 02:54:00+00
90763438,4876,222,762,2019-09-01 02:31:00+00,2019-09-01 02:52:00+00
90763439,15309,354,192,2019-09-01 02:31:00+00,2019-09-01 02:59:00+00
90763440,14256,718,492,2019-09-01 02:31:00+00,2019-09-01 02:45:00+00
90763441,16470,587,776,2019-09-01 02:31:00+00,2019-09-01 03:23:00+00
90763442,13101,61,537,2019-09-01 02:31:00+00,2019-09-01 02:54:00+00
90763443,13636,718,492,2019-09-01 02:31:00+00,2019-09-01 02:45:00+00
90763444,14462,365,22,2019-09-01 02:31:00+00,2019-09-01 02:56:00+00
90763446,2547,587,776,2019-09-01 02:31:00+00,2019-09-01 03:23:00+00
90763447,7921,226,221,2019-09-01 02:31:00+00,2019-09-01 02:38:00+00
90763448,7642,399,513,2019-09-01 02:31:00+00,2019-09-01 02:45:00+00
90763449,7435,365,22,2019-09-01 02:31:00+00,2019-09-01 02:55:00+00
90763450,12786,365,22,2019-09-01 02:32:00+00,2019-09-01 02:55:00+00
90763451,1394,478,461,2019-09-01 02:32:00+00,2019-09-01 02:37:00+00
90763452,16359,600,270,2019-09-01 02:33:00+00,2019-09-01 02:38:00+00
90763453,9197,815,646,2019-09-01 02:33:00+00,2019-09-01 02:51:00+00
90763454,11069,239,312,2019-09-01 02:33:00+00,2019-09-01 02:54:00+00
90763455,16088,466,588,2019-09-01 02:33:00+00,2019-09-01 02:38:00+00
90763456,1852,815,646,2019-09-01 02:33:00+00,2019-09-01 02:51:00+00
90763457,13806,815,646,2019-09-01 02:34:00+00,2019-09-01 02:51:00+00
90763459,10297,832,190,2019-09-01 02:34:00+00,2019-09-01 02:51:00+00
90763460,7933,661,601,2019-09-01 02:34:00+00,2019-09-01 02:49:00+00
90763461,14144,661,601,2019-09-01 02:35:00+00,2019-09-01 02:49:00+00
90763462,4320,329,7,2019-09-01 02:34:00+00,2019-09-01 02:37:00+00
90763463,14940,589,274,2019-09-01 02:35:00+00,2019-09-01 03:02:00+00
90763464,3163,74,653,2019-09-01 02:35:00+00,2019-09-01 02:53:00+00
90763469,8833,399,513,2019-09-01 02:36:00+00,2019-09-01 02:45:00+00
90763470,1664,88,247,2019-09-01 02:37:00+00,2019-09-01 02:52:00+00
90763471,15873,194,503,2019-09-01 02:37:00+00,2019-09-01 02:54:00+00
90763472,2595,183,74,2019-09-01 02:38:00+00,2019-09-01 02:43:00+00
90763473,14038,245,331,2019-09-01 02:38:00+00,2019-09-01 03:05:00+00
90763474,14770,584,151,2019-09-01 02:38:00+00,2019-09-01 02:44:00+00
90763477,15585,85,448,2019-09-01 02:39:00+00,2019-09-01 03:25:00+00
90763479,3191,244,239,2019-09-01 02:40:00+00,2019-09-01 12:48:00+00
90763480,8703,492,712,2019-09-01 02:40:00+00,2019-09-01 02:43:00+00
90763481,14553,230,132,2019-09-01 02:40:00+00,2019-09-01 02:51:00+00
90763482,16653,401,136,2019-09-01 02:40:00+00,2019-09-01 02:57:00+00
90763483,13196,85,448,2019-09-01 02:40:00+00,2019-09-01 03:25:00+00
90763484,7353,341,646,2019-09-01 02:41:00+00,2019-09-01 02:54:00+00
90763485,16407,512,365,2019-09-01 02:41:00+00,2019-09-01 02:55:00+00
90763486,13317,534,553,2019-09-01 02:42:00+00,2019-09-01 02:46:00+00
90763487,13157,581,162,2019-09-01 02:42:00+00,2019-09-01 03:05:00+00
90763488,4958,146,800,2019-09-01 02:42:00+00,2019-09-01 03:09:00+00
90763489,1755,71,574,2019-09-01 02:42:00+00,2019-09-01 02:53:00+00
90763490,750,44,169,2019-09-01 02:42:00+00,2019-09-01 02:50:00+00
90763491,7873,146,800,2019-09-01 02:42:00+00,2019-09-01 03:09:00+00
90763492,16385,798,54,2019-09-01 02:42:00+00,2019-09-01 02:55:00+00
90763493,12060,792,347,2019-09-01 02:42:00+00,2019-09-01 02:49:00+00
90763494,16654,694,701,2019-09-01 02:43:00+00,2019-09-01 03:06:00+00
90763495,13994,564,564,2019-09-01 02:43:00+00,2019-09-01 02:44:00+00
90763496,6807,737,187,2019-09-01 02:43:00+00,2019-09-01 02:55:00+00
90763497,8883,79,156,2019-09-01 02:43:00+00,2019-09-01 02:56:00+00
90763498,1337,564,52,2019-09-01 02:43:00+00,2019-09-01 03:09:00+00
90763499,5892,193,715,2019-09-01 02:44:00+00,2019-09-01 02:59:00+00
90763500,2982,39,17,2019-09-01 02:44:00+00,2019-09-01 02:58:00+00
90763501,204,206,206,2019-09-01 02:44:00+00,2019-09-01 03:05:00+00
90763502,2631,535,247,2019-09-01 02:44:00+00,2019-09-01 02:56:00+00
90763503,4681,751,91,2019-09-01 02:45:00+00,2019-09-01 03:04:00+00
90763504,16218,61,85,2019-09-01 02:45:00+00,2019-09-01 02:51:00+00
90763505,1600,29,805,2019-09-01 02:45:00+00,2019-09-01 02:53:00+00
90763507,2035,564,52,2019-09-01 02:46:00+00,2019-09-01 03:09:00+00
90763508,15782,61,115,2019-09-01 02:46:00+00,2019-09-01 02:58:00+00
90763509,14069,633,687,2019-09-01 02:46:00+00,2019-09-01 02:50:00+00
90763510,847,61,506,2019-09-01 02:46:00+00,2019-09-01 03:01:00+00
90763511,11993,78,234,2019-09-01 02:47:00+00,2019-09-01 02:53:00+00
90763512,4650,225,144,2019-09-01 02:47:00+00,2019-09-01 03:13:00+00
90763513,15767,790,721,2019-09-01 02:48:00+00,2019-09-01 03:19:00+00
90763514,6170,680,675,2019-09-01 02:48:00+00,2019-09-01 03:00:00+00
90763515,2595,74,726,2019-09-01 02:49:00+00,2019-09-01 02:59:00+00
90763516,15562,790,721,2019-09-01 02:49:00+00,2019-09-01 03:19:00+00
90763517,15270,130,618,2019-09-01 02:49:00+00,2019-09-01 03:26:00+00
90763518,8373,790,721,2019-09-01 02:49:00+00,2019-09-01 03:19:00+00
90763519,3274,790,692,2019-09-01 02:50:00+00,2019-09-01 03:02:00+00
90763520,9206,64,426,2019-09-01 02:50:00+00,2019-09-01 02:58:00+00
90763521,13936,772,149,2019-09-01 02:50:00+00,2019-09-01 02:58:00+00
90763522,6426,497,470,2019-09-01 02:50:00+00,2019-09-01 02:53:00+00
90763523,9457,772,149,2019-09-01 02:50:00+00,2019-09-01 02:58:00+00
90763524,9359,273,452,2019-09-01 02:51:00+00,2019-09-01 04:46:00+00
90763525,7189,155,639,2019-09-01 02:52:00+00,2019-09-01 03:11:00+00
90763526,15783,313,99,2019-09-01 02:52:00+00,2019-09-01 02:58:00+00
90763527,2816,273,452,2019-09-01 02:53:00+00,2019-09-01 04:46:00+00
90763528,7681,737,632,2019-09-01 02:53:00+00,2019-09-01 03:14:00+00
90763529,6730,129,182,2019-09-01 02:53:00+00,2019-09-01 03:16:00+00
90763530,13075,694,628,2019-09-01 02:53:00+00,2019-09-01 03:09:00+00
90763531,1852,646,341,2019-09-01 02:53:00+00,2019-09-01 03:16:00+00
90763532,9197,646,341,2019-09-01 02:53:00+00,2019-09-01 03:15:00+00
90763533,4887,646,341,2019-09-01 02:54:00+00,2019-09-01 03:16:00+00
90763534,7654,123,203,2019-09-01 02:54:00+00,2019-09-01 03:03:00+00
90763535,16324,762,284,2019-09-01 02:54:00+00,2019-09-01 03:02:00+00
90763536,14869,129,182,2019-09-01 02:54:00+00,2019-09-01 03:16:00+00
90763537,14934,123,203,2019-09-01 02:54:00+00,2019-09-01 03:02:00+00
90763538,16606,237,511,2019-09-01 02:55:00+00,2019-09-01 03:05:00+00
90763539,8455,839,466,2019-09-01 02:55:00+00,2019-09-01 05:13:00+00
90763540,10624,833,612,2019-09-01 02:55:00+00,2019-09-01 03:13:00+00
90763541,10356,123,203,2019-09-01 02:55:00+00,2019-09-01 03:02:00+00
90763542,10291,383,213,2019-09-01 02:55:00+00,2019-09-01 03:18:00+00
90763543,11243,383,800,2019-09-01 02:55:00+00,2019-09-01 03:33:00+00
90763544,998,383,800,2019-09-01 02:56:00+00,2019-09-01 03:33:00+00
90763545,11244,759,116,2019-09-01 02:56:00+00,2019-09-01 03:06:00+00
90763546,14980,125,91,2019-09-01 02:56:00+00,2019-09-01 03:05:00+00
90763547,15774,462,698,2019-09-01 02:56:00+00,2019-09-01 03:20:00+00
90763548,2554,64,195,2019-09-01 02:56:00+00,2019-09-01 03:01:00+00
90763549,1896,106,396,2019-09-01 02:56:00+00,2019-09-01 03:08:00+00
90763550,15232,98,410,2019-09-01 02:57:00+00,2019-09-01 03:11:00+00
90763551,9958,547,475,2019-09-01 02:57:00+00,2019-09-01 03:06:00+00
90763552,16407,365,367,2019-09-01 02:57:00+00,2019-09-01 03:28:00+00
90763553,8348,383,667,2019-09-01 02:57:00+00,2019-09-01 03:41:00+00
90763554,4340,106,396,2019-09-01 02:57:00+00,2019-09-01 03:08:00+00
90763555,7531,64,725,2019-09-01 02:57:00+00,2019-09-01 03:14:00+00
90763556,2859,132,478,2019-09-01 02:58:00+00,2019-09-01 03:08:00+00
90763557,16653,136,139,2019-09-01 02:58:00+00,2019-09-01 03:10:00+00
90763558,10376,193,115,2019-09-01 02:58:00+00,2019-09-01 03:17:00+00
90763559,3661,496,546,2019-09-01 02:59:00+00,2019-09-01 03:22:00+00
90763560,13133,345,727,2019-09-01 03:00:00+00,2019-09-01 03:21:00+00
90763561,8279,776,628,2019-09-01 03:00:00+00,2019-09-01 03:09:00+00
90763562,10572,586,516,2019-09-01 03:00:00+00,2019-09-01 07:02:00+00
90763563,16401,541,230,2019-09-01 03:01:00+00,2019-09-01 03:14:00+00
90763564,9055,386,667,2019-09-01 03:01:00+00,2019-09-01 03:41:00+00
90763565,15782,115,115,2019-09-01 03:02:00+00,2019-09-01 03:04:00+00
90763566,13119,573,651,2019-09-01 03:02:00+00,2019-09-01 03:05:00+00
90763567,5142,639,595,2019-09-01 03:02:00+00,2019-09-01 03:10:00+00
90763568,4944,211,133,2019-09-01 03:03:00+00,2019-09-01 03:24:00+00
90763569,16427,379,397,2019-09-01 03:03:00+00,2019-09-01 03:12:00+00
90763570,2848,345,727,2019-09-01 03:03:00+00,2019-09-01 03:21:00+00
90763571,4201,132,479,2019-09-01 03:03:00+00,2019-09-01 03:12:00+00
90763572,14940,274,571,2019-09-01 03:04:00+00,2019-09-01 03:16:00+00
90763573,10452,71,206,2019-09-01 03:05:00+00,2019-09-01 03:24:00+00
90763574,3461,317,269,2019-09-01 03:06:00+00,2019-09-01 03:11:00+00
90763575,15782,115,278,2019-09-01 03:06:00+00,2019-09-01 03:21:00+00
90763576,3177,497,495,2019-09-01 03:06:00+00,2019-09-01 03:11:00+00
90763577,16560,772,676,2019-09-01 03:06:00+00,2019-09-01 03:10:00+00
90763578,15302,115,40,2019-09-01 03:07:00+00,2019-09-01 03:11:00+00
90763579,8360,115,40,2019-09-01 03:06:00+00,2019-09-01 03:12:00+00
90763580,13414,115,278,2019-09-01 03:07:00+00,2019-09-01 03:21:00+00
90763581,14270,732,488,2019-09-01 03:07:00+00,2019-09-01 03:21:00+00
90763582,13994,564,130,2019-09-01 03:07:00+00,2019-09-01 03:27:00+00
90763583,15351,792,820,2019-09-01 03:07:00+00,2019-09-01 03:16:00+00
90763584,6175,564,130,2019-09-01 03:07:00+00,2019-09-01 03:27:00+00
90763585,13315,182,408,2019-09-01 03:08:00+00,2019-09-01 03:39:00+00
